1203,1161,1176,1203,1190,1125,1190,1190,1176,1190,1176,1190,1144,1125,1176,1190,1203,1161,1190,1176,1190,1103,1125,1161,1190,1176,1190,1190,1203,1190,1203,1203,1190,1190,1176,1190,1203,1161,1176,1176,1190,1190,1125,1190,1125,1190,1144,1190,1176,1203,1176,1203,1203,1190,1190,1125,1144,1144,1237,1176,1144,1190,1176,1190,1190,1190,1190,1190,1161,1144,1190,1190,1226,1203,1203,1190,1203,1144,1176,1203,1203,1144,1176,1190,1203,1190,1190,1190,1190,1190,1144,1190,1203,1144,1190,1190,1203,1176,1176,1203,1215,1144,1190,1144,1190,1190,1190,1226,1203,1144,1203,1190,1203,1203,1190,1226,1226,1237,1256,1215,1215,1247,1237,1226,1203,1226,1265,1237,1226,1215,1190,1256,1247,1226,1226,1256,1226,1273,1256,1265,1265,1226,1256,1247,1215,1215,1237,1203,1203,1237,1273,1215,1247,1215,1237,1237,1237,1237,1256,1226,1226,1226,1203,1190,1226,1203,1215,1190,1203,1237,1203,1215,1215,1190,1226,1190,1215,1144,1203,1190,1190,1144,1203,1190,1190,1190,1203,1190,1203,1215,1190,1176,1190,1190,1190,1190,1144,1190,1176,1190,1215
1203,1176,1203,1176,1203,1125,1161,1203,1203,1144,1215,1215,1176,1176,1176,1190,1203,1144,1190,1203,1237,1125,1125,1176,1203,1176,1176,1190,1144,1144,1226,1176,1176,1190,1176,1176,1215,1190,1190,1203,1226,1190,1176,1176,1144,1190,1190,1190,1161,1215,1203,1215,1190,1176,1190,1190,1190,1203,1190,1190,1176,1203,1190,1203,1176,1144,1190,1190,1203,1176,1176,1190,1190,1190,1203,1203,1144,1176,1125,1190,1237,1176,1144,1190,1190,1190,1203,1203,1203,1176,1144,1144,1190,1203,1190,1203,1176,1190,1190,1190,1203,1125,1203,1215,1190,1215,1190,1203,1226,1203,1215,1190,1237,1190,1215,1215,1256,1203,1190,1237,1203,1237,1226,1237,1237,1237,1247,1237,1226,1237,1226,1237,1226,1226,1237,1282,1256,1237,1256,1256,1247,1226,1226,1273,1256,1247,1237,1215,1215,1256,1226,1256,1265,1237,1237,1256,1256,1215,1265,1256,1226,1203,1215,1226,1247,1237,1226,1215,1226,1215,1256,1215,1237,1247,1226,1190,1203,1190,1190,1215,1203,1176,1203,1190,1203,1190,1190,1176,1190,1190,1190,1190,1176,1176,1215,1203,1215,1226,1144,1190,1190
1215,1176,1176,1190,1203,1144,1190,1190,1203,1190,1190,1215,1176,1144,1203,1215,1215,1190,1144,1190,1215,1103,1190,1203,1190,1190,1144,1190,1125,1144,1215,1203,1215,1190,1203,1203,1237,1190,1203,1176,1176,1190,1176,1215,1144,1203,1203,1203,1176,1176,1190,1215,1176,1190,1190,1144,1190,1226,1215,1203,1190,1203,1190,1203,1203,1190,1215,1190,1190,1190,1203,1215,1190,1190,1203,1226,1190,1190,1176,1203,1215,1203,1215,1190,1203,1226,1203,1203,1215,1190,1125,1125,1203,1203,1215,1203,1190,1203,1203,1226,1203,1144,1203,1215,1190,1226,1190,1203,1226,1176,1215,1226,1215,1237,1226,1226,1247,1215,1226,1289,1215,1203,1237,1215,1226,1256,1226,1226,1247,1226,1190,1237,1247,1237,1282,1282,1265,1282,1273,1265,1256,1237,1247,1256,1237,1247,1237,1203,1265,1273,1265,1226,1265,1247,1247,1265,1282,1273,1256,1247,1237,1215,1215,1237,1237,1256,1247,1226,1226,1247,1203,1226,1256,1215,1203,1215,1215,1203,1215,1226,1215,1190,1226,1176,1237,1203,1203,1190,1190,1176,1203,1203,1203,1190,1215,1203,1190,1215,1190,1190,1190
1190,1125,1161,1203,1190,1144,1161,1203,1176,1190,1190,1190,1161,1144,1176,1125,1190,1176,1144,1176,1190,1176,1176,1161,1203,1190,1190,1161,1144,1176,1215,1190,1215,1190,1176,1215,1190,1203,1144,1176,1190,1176,1176,1203,1190,1190,1144,1203,1144,1176,1190,1190,1190,1190,1203,1125,1144,1190,1203,1176,1144,1176,1190,1190,1144,1190,1190,1144,1144,1144,1190,1203,1190,1190,1190,1190,1161,1176,1190,1190,1203,1176,1161,1203,1190,1215,1190,1203,1203,1190,1125,1144,1215,1190,1203,1125,1203,1190,1125,1203,1190,1125,1215,1203,1190,1203,1190,1215,1215,1161,1226,1203,1215,1203,1203,1203,1237,1215,1237,1215,1226,1237,1226,1215,1215,1226,1256,1203,1237,1215,1190,1215,1226,1226,1247,1247,1256,1215,1237,1273,1237,1226,1226,1256,1226,1190,1215,1190,1215,1256,1265,1226,1256,1247,1247,1226,1265,1256,1237,1237,1237,1215,1215,1247,1226,1215,1190,1226,1226,1203,1215,1226,1226,1226,1215,1190,1203,1190,1203,1203,1203,1203,1215,1190,1203,1190,1215,1203,1190,1176,1203,1176,1176,1144,1190,1190,1203,1190,1190,1203,1190
1203,1190,1176,1203,1190,1125,1176,1203,1176,1203,1215,1215,1215,1203,1190,1215,1190,1190,1176,1203,1190,0,1176,1176,1176,1176,1215,1144,1190,1203,1203,1190,1215,1176,1190,1215,1190,1190,1190,1190,1215,1190,1190,1190,1176,1215,1190,1203,1125,1226,1215,1190,1215,1125,1190,1125,1176,1203,1190,1176,1190,1190,1176,1215,1176,1190,1203,1190,1176,1203,1190,1215,1190,1203,1203,1176,1144,1176,1190,1176,1203,1190,1144,1215,1190,1203,1203,1190,1190,1203,1190,1144,1190,1215,1176,1176,1190,1190,1190,1226,1203,1190,1215,1215,1203,1215,1203,1190,1203,1203,1237,1203,1256,1190,1237,1256,1237,1247,1215,1256,1237,1237,1226,1237,1226,1265,1247,1237,1247,1237,1215,1247,1237,1215,1215,1265,1282,1273,1226,1265,1247,1237,1273,1273,1237,1247,1215,1247,1256,1256,1273,1237,1247,1237,1237,1247,1273,1265,1256,1256,1215,1256,1247,1265,1237,1237,1237,1226,1247,1237,1203,1203,1215,1226,1190,1203,1226,1215,1215,1190,1226,1190,1215,1237,1203,1190,1176,1203,1215,1215,1203,1203,1190,1190,1190,1203,1215,1215,1215,1203,1289
1176,1161,1176,1190,1190,1125,1203,1190,1190,1203,1190,1190,1203,1176,1144,1190,1190,1203,1190,1190,1190,0,1144,1203,1203,1203,1144,1144,1176,1144,1203,1203,1190,1176,1176,1144,1215,1176,1190,1215,1144,1190,1176,1176,1144,1176,1176,1144,1125,1190,1190,1176,1176,1176,1176,1144,1176,1144,1190,1176,1125,1190,1144,1176,1176,1190,1203,1144,1190,1190,1203,1215,1144,1203,1226,1190,1144,1190,1125,1176,1203,1144,1176,1161,1190,1215,1203,1190,1203,1176,1190,1125,1215,1125,1203,1144,1144,1190,1125,1226,1215,1125,1203,1203,1190,1176,1176,1215,1203,1176,1203,1215,1226,1190,1226,1237,1237,1237,1237,1256,1256,1226,1237,1215,1226,1215,1273,1237,1226,1215,1273,1226,1237,1215,1215,1247,1282,1226,1256,1247,1265,1203,1237,1237,1265,1247,1190,1215,1237,1282,1215,1237,1215,1237,1265,1256,1256,1256,1273,1273,1203,1226,1237,1226,1247,1237,1203,1215,1215,1215,1190,1215,1226,1203,1190,1176,1190,1203,1203,1190,1190,1176,1203,1190,1203,1176,1176,1203,1190,1215,1190,1190,1190,1176,1176,1190,1190,1215,1190,1190,1190
1176,1161,1144,1190,1176,1176,1176,1203,1190,1190,1176,1190,1144,1190,1144,1190,1144,1190,1176,1176,1176,1144,1176,1190,1176,1176,1190,1190,1144,1161,1203,1190,1190,1203,1190,1176,1144,1144,1190,1203,1190,1190,1144,1190,1125,1161,1161,1125,1190,1190,1176,1203,1190,1176,1176,1176,1144,1190,1190,1203,1203,1144,1144,1190,1176,1176,1190,1190,1190,1176,1203,1190,1190,1176,1176,1190,1144,1176,1144,1161,1203,1161,1144,1215,1190,1203,1176,1203,1203,1144,1125,1203,1215,1190,1203,1215,1144,1144,1176,1215,1203,1144,1226,1215,1203,1237,1226,1203,1226,1215,1226,1190,1237,1226,1226,1215,1256,1265,1237,1226,1237,1256,1237,1215,1203,1215,1226,1203,1247,1237,1203,1256,1273,1190,1247,1256,1247,1215,1247,1256,1226,1247,1226,1265,1226,1247,1226,1215,1226,1282,1256,1226,1247,1256,1226,1256,1237,1256,1226,1256,1256,1215,1237,1247,1237,1226,1226,1215,1215,1237,1203,1176,1190,1203,1190,1190,1215,1190,1190,1190,1226,1190,1237,1190,1215,1203,1190,1190,1190,1203,1190,1125,1190,1190,1215,1190,1144,1190,1176,1203,1176
1203,1190,1144,1176,1176,1125,1125,1176,1203,1125,1190,1203,1125,1176,1176,1203,1203,1176,1125,1203,1190,1125,1144,1190,1190,1190,1190,1144,1176,1125,1215,1190,1190,1176,1190,1190,1161,1190,1190,1176,1190,1144,1125,1144,1176,1190,1190,1161,1176,1215,1190,1144,1215,1176,1144,1125,1190,1190,1203,1203,1190,1215,1176,1226,1176,1190,1190,1190,1144,1144,1144,1190,1190,1190,1203,1203,1176,1125,1203,1203,1190,1190,1144,1203,1190,1176,1190,1190,1215,1215,1176,1190,1190,1203,1203,1190,1190,1190,1215,1226,1226,1190,1226,1215,1190,1237,1203,1237,1247,1247,1203,1237,1237,1215,1237,1247,1247,1247,1215,1237,1226,1247,1237,1256,1237,1256,1247,1247,1226,1215,1215,1256,1247,1237,1237,1256,1273,1256,1237,1237,1247,1256,1256,1256,1237,1265,1226,1247,1226,1256,1237,1256,1273,1237,1237,1237,1247,1247,1237,1256,1203,1247,1256,1237,1215,1215,1190,1203,1215,1226,1256,1190,1203,1215,1190,1190,1190,1203,1237,1176,1215,1237,1203,1203,1215,1190,1125,1203,1190,1215,1203,1190,1176,1144,1190,1190,1144,1176,1190,1215,1203
1176,1190,1176,1176,1190,1144,1190,1215,1161,1161,1190,1190,1176,1176,1125,1190,1203,1190,1144,1190,1203,1125,1176,1144,1190,1190,1190,1161,1161,1125,1215,1190,1190,1161,1190,1190,1176,1161,1190,1215,1190,1190,1161,1203,1190,1203,1125,1125,1144,1203,1190,1190,1190,1144,1190,1125,1176,1190,1215,1144,1203,1190,1203,1203,1190,1176,1190,1190,1176,1190,1176,1176,1190,1190,1203,1190,1176,1176,1103,1190,1176,1125,1190,1190,1190,1215,1176,1203,1215,1237,1144,1176,1190,1190,1203,1190,1144,1190,1176,1226,1237,1161,1203,1215,1203,1237,1203,1237,1273,1256,1237,1203,1256,1215,1237,1256,1237,1226,1215,1273,1226,1273,1256,1203,1265,1237,1237,1190,1215,1226,1203,1256,1265,1247,1282,1237,1226,1256,1237,1237,1226,1237,1265,1265,1273,1256,1256,1203,1273,1256,1273,1265,1282,1273,1203,1226,1282,1237,1256,1226,1237,1237,1256,1215,1237,1215,1215,1226,1203,1215,1215,1203,1190,1215,1215,1215,1190,1190,1215,1190,1190,1203,1215,1226,1190,1176,1190,1190,1203,1190,1203,1190,1190,1190,1203,1176,1176,1203,1144,1190,1190
1176,1125,1125,1144,1144,1125,1125,1190,1190,1176,1161,1190,1125,1176,1190,1176,1190,1176,1176,1176,1190,0,1161,1144,1176,1176,1176,1125,1125,1144,1215,1190,1190,1176,1144,1144,1190,1125,1144,1176,1190,1144,1190,1190,1144,1203,1237,1203,1176,1190,1176,1176,1176,1176,1144,1144,1144,1176,1176,1176,1125,1203,1203,1190,1125,1190,1176,1176,1190,1161,1203,1176,1215,1190,1190,1190,1125,1176,1176,1190,1176,1144,1176,1190,1203,1190,1215,1203,1215,1190,1190,1176,1144,1203,1190,1190,1190,1176,1190,1237,1215,1190,1226,1256,1226,1215,1247,1247,1256,1237,1273,1265,1256,1273,1265,1247,1265,1256,1226,1226,1247,1256,1256,1215,1215,1226,1247,1226,1215,1203,1247,1247,1226,1237,1203,1247,1237,1226,1226,1256,1247,1256,1273,1273,1237,1237,1256,1226,1215,1247,1247,1203,1237,1215,1203,1226,1215,1237,1265,1237,1203,1226,1215,1215,1247,1226,1203,1190,1215,1215,1215,1190,1215,1190,1190,1190,1190,1161,1176,1190,1190,1190,1215,1203,1203,1190,1203,1190,1176,1190,1190,1190,1203,1190,1176,1190,1176,1190,1144,1176,1176
